Event Property Name,Property Type,Property Group Names,Property Description,Property Value Type,Property Schema Status,Property Required,Property Is Array,Property First Seen,Property Last Seen
Create | MK Likelihood to Buy Score,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Create | Projected Usage%|CurrentPeriod,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Created By,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Created Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Credit Terms,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
Current_Amplitude_Customers__c,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-19
Current_Companies_Engaged__c,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-19
Customer,Event Property,,,any,LIVE,False,False,2020-07-22,2021-04-28
Customer Data Platform (CDP),Event Property,,,any,LIVE,False,False,2022-06-01,2025-01-31
Customer Health,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Customer Notification Date,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-12
Customer Persona,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Customer Renewal Readiness Call Date,Event Property,,,,UNEXPECTED,False,False,2023-10-25,2025-03-13
Customer Segment,Event Property,,,any,LIVE,False,False,2022-06-01,2024-07-29
D&B Address,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Application ID,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Auto Trigger Status,Event Property,,,any,LIVE,False,False,2023-02-03,2025-03-13
D&B Avg High Credit,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B City,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Company Name,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Country/Region,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B DUNS Number,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Delinquency Class,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Delinquency Score,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Delinquency Score (Raw),Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Employees,Event Property,,,,UNEXPECTED,False,False,2023-02-06,2025-03-13
D&B Failure Class,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Failure Score,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Failure Score (Raw),Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B High Credit,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B PAYDEX,Event Property,,,,UNEXPECTED,False,False,2023-02-04,2025-03-13
D&B Primary NAICS,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Primary SIC,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Rating,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B State/Province,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Viability - Company Profile,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Viability - Data Depth Indicator,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Viability - Portfolio Comparison,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Viability - Viability Score,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Viability Rating,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Years in Business,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
D&B Zip/Postal Code,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
DSCORGPKG__Job_Function__c,Event Property,,,any,LIVE,False,False,2023-02-08,2025-06-06
Data Access Purchased,Event Property,,,any,LIVE,False,False,2022-06-26,2024-04-19
Date Assigned to Partner,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-04
Days To Close,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Days in Stage,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Deal Lost To,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Deal Velocity,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Decision Criteria,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Decision Timeline,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Deleted,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Delinquency Override,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Demo Data Set Used,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-12
Digital Product Description,Event Property,,,any,LIVE,False,False,2022-06-01,2025-02-26
Direct Competition,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-12
DnB Trigger,Event Property,,,,UNEXPECTED,False,False,2024-02-05,2025-03-13
EBR Date,Event Property,,,,UNEXPECTED,False,False,2023-07-10,2025-03-13
EBR Notes,Event Property,,,,UNEXPECTED,False,False,2023-07-10,2025-03-13
EBR Participants,Event Property,,,,UNEXPECTED,False,False,2023-07-10,2025-03-13
Early Payment Discount,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
Early Termination,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Economic Buyer (Contact),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Economic Buyer Approved,Event Property,,,,UNEXPECTED,False,False,2023-10-02,2025-03-13
Email,Event Property,,,any,LIVE,False,False,2018-10-24,2025-06-07
Ending ACV,Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
Ending ARR,Event Property,,,any,LIVE,False,False,2022-06-01,2025-02-18
Ending Average ARR,Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
Ending MRR,Event Property,,,,UNEXPECTED,False,False,2023-01-11,2025-03-13
Engage ARR,Event Property,,,any,LIVE,False,False,2022-06-01,2025-02-21
Engage ARR (Forecast),Event Property,,,any,LIVE,False,False,2022-06-01,2025-02-21
Engagement Level (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Evaluation Data Integration Strategy,Event Property,,,any,LIVE,False,False,2022-06-03,2025-03-12
Evaluation End Date,Event Property,,,any,LIVE,False,False,2022-06-08,2025-03-12
Evaluation Plan Link,Event Property,,,any,LIVE,False,False,2022-06-03,2025-03-13
Evaluation Start Date,Event Property,,,any,LIVE,False,False,2022-06-03,2025-03-12
Evaluation Type,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-13
Event Description,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Event End Time,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Event Id,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Event Location,Event Property,,,any,LIVE,False,False,2019-06-22,2023-07-26
Event Start Time,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Event Subject,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Event Volume (MM),Event Property,,,any,LIVE,False,False,2022-06-01,2023-01-20
Event Volume Term,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Event What Name,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Event What Type,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Event Who Email,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Event Who Name,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Events Per MTU Limit,Event Property,,,,UNEXPECTED,False,False,2023-01-31,2024-09-28
Events Streamed (MM),Event Property,,,,UNEXPECTED,False,False,2022-08-22,2025-03-13
Exec Feedback,Event Property,,,any,LIVE,False,False,2022-06-14,2022-12-28
Exempt from Forecasting,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Existing Event Analytics Vendor(s),Event Property,,,any,LIVE,False,False,2022-06-01,2024-04-19
Exit ACV,Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
Expected ARR,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Expected Revenue,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Experiment ARR (Change),Event Property,,,any,LIVE,False,False,,
Experiment ARR (Ending),Event Property,,,any,LIVE,False,False,2022-06-01,2025-02-21
Experiment ARR (Forecast),Event Property,,,any,LIVE,False,False,2022-06-01,2025-02-21
FLM Validation of MEDDPICC Criteria,Event Property,,,,UNEXPECTED,False,False,2024-11-08,2025-03-13
FLM: Validation of 3 Whys,Event Property,,,,UNEXPECTED,False,False,2024-11-08,2025-03-13
FLM: Validation of Customer Pain Point,Event Property,,,,UNEXPECTED,False,False,2023-07-11,2024-11-07
First Campaign Touch,Event Property,,,any,LIVE,False,False,2022-06-01,2025-01-10
First Touch (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
FirstName,Event Property,,,any,LIVE,False,False,2018-10-24,2025-06-07
Fiscal Period,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Footer Link,Event Property,,,any,LIVE,False,False,2020-08-28,2021-06-14
Forecast Category,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
FullName,Event Property,,,any,LIVE,False,False,2019-03-28,2019-05-03
GCLID__c,Event Property,,,any,LIVE,False,False,2020-08-26,2025-06-07
Gainsight CSM Sentiment Color,Event Property,,,,UNEXPECTED,False,False,2024-09-26,2025-03-13
Gainsight Overall Score Color,Event Property,,,,UNEXPECTED,False,False,2024-09-26,2025-03-13
Gainsight_Product_Usage_Color,Event Property,,,,UNEXPECTED,False,False,2024-09-26,2025-03-13
Geographic_Focus__c,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-19
Global 2000 ?,Event Property,,,,UNEXPECTED,False,False,2024-10-25,2025-03-13
Gong Count,Event Property,,,any,LIVE,False,False,2022-06-01,2024-08-08
Google Click ID,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Has Line Item,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Has Open Activity,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Has Opportunity Product,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Has Overdue Task,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Has Updates for AWS.,Event Property,,,,UNEXPECTED,False,False,2024-03-08,2025-03-13
Health Risk,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Heat Map Grade,Event Property,,,any,LIVE,False,False,2022-06-01,2022-06-29
Held first renewal conversation?,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Holdover Notes,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-13
Holdover Opportunity,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
I Confirm CSM Handoff Fields Are Correct,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Implementation Resources Confirmed?,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Implementation Service Waived,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Implementation Services,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Incumbent Solutions,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-11
Incumbent Vendor(s),Event Property,,,,UNEXPECTED,False,False,2024-04-20,2025-03-13
Initial Sales Meeting Set via:,Event Property,,,,UNEXPECTED,False,False,2024-06-24,2025-03-13
Integration_Status__c,Event Property,,,any,LIVE,False,False,2020-10-06,2020-10-19
Integration_Type__c,Event Property,,,any,LIVE,False,False,2020-10-06,2020-10-15
Integration_Validation__c,Event Property,,,any,LIVE,False,False,2020-10-06,2020-10-19
Internal Renewal Review Date,Event Property,,,,UNEXPECTED,False,False,2023-10-25,2025-03-13
Ironclad Workflow Link,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Is Deal Registration,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Is Split,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Is_Influenced,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Job_Level__c,Event Property,,,any,LIVE,False,False,2020-08-24,2025-06-06
Journey Stage,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
KPI Segment,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Key Value Drivers,Event Property,,,,UNEXPECTED,False,False,2023-10-22,2025-03-13
Key_Joint_Customers__c,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-15
Last Activity,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Campaign,Event Property,,,any,LIVE,False,False,2018-12-24,2025-03-13
Last Campaign Touch,Event Property,,,any,LIVE,False,False,2022-06-01,2025-01-10
Last EBR,Event Property,,,,UNEXPECTED,False,False,2023-02-20,2024-03-29
Last Email Received Date (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Email Received From (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Email Sent Date (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Email Sent From (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Lead Source,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Last Meeting Date (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Modified By,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Modified Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Referenced Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Stage Change Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Touch (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last Touch Sequence,Event Property,,,,UNEXPECTED,False,False,2024-03-11,2025-03-13
Last Viewed Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Last human activity,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
LastName,Event Property,,,any,LIVE,False,False,2018-10-24,2025-06-07
Lead Account Name,Event Property,,,any,LIVE,False,False,2018-12-19,2018-12-19
Lead Company,Event Property,,,any,LIVE,False,False,2018-12-19,2023-09-22
Lead Companyc,Event Property,,,any,LIVE,False,False,2018-12-24,2019-01-24
Lead Customer Fit Score,Event Property,,,any,LIVE,False,False,2018-12-19,2018-12-19
Lead Customer Fit Segment,Event Property,,,any,LIVE,False,False,2018-12-19,2018-12-19
Lead Email,Event Property,,,any,LIVE,False,False,2018-12-19,2023-09-22
Lead Id,Event Property,,,any,LIVE,False,False,2019-03-27,2023-09-22
Lead MadKudu Fit Score,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Lead MadKudu Fit Segment,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Lead Market Segment,Event Property,,,any,LIVE,False,False,2018-12-19,2023-09-22
Lead Name,Event Property,,,any,LIVE,False,False,2018-12-19,2019-05-10
Lead Owner Email,Event Property,,,any,LIVE,False,False,2018-12-19,2023-09-22
Lead Owner Name,Event Property,,,any,LIVE,False,False,2018-12-19,2023-09-22
Lead Region,Event Property,,,any,LIVE,False,False,2018-12-19,2023-09-22
Lead Source,Event Property,,,any,LIVE,False,False,2018-12-19,2025-03-13
Lead Source Details,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Lead Status,Event Property,,,any,LIVE,False,False,2018-12-19,2023-09-22
LeadSource,Event Property,,,,UNEXPECTED,False,False,2024-08-23,2025-06-07
LeadStatus,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-19
Link to InfoSec Docs,Event Property,,,,UNEXPECTED,False,False,2024-01-08,2025-03-12
Link to Product Commit Doc,Event Property,,,,UNEXPECTED,False,False,2024-08-31,2025-01-31
Location,Event Property,,,,UNEXPECTED,False,False,2021-03-04,2022-04-17
MASTER Parent Account Name,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MASTER Parent Account Region,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MASTER Parent Market Segment,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MEDDIC Score %,Event Property,,,,UNEXPECTED,False,False,2023-06-23,2025-02-11
MEDDICC Validation Decision Criteria,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MEDDICC Validation Decision Process,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MEDDICC Validation Identify Pain,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MEDDICC Validation Metrics,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MEDDPICC Score,Event Property,,,,UNEXPECTED,False,False,2025-02-12,2025-03-13
ML Project Created,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MTU,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
MadKudu Lead Grade Score,Event Property,,,any,LIVE,False,False,2019-01-29,2023-09-22
MadKudu Lead Grade Segment,Event Property,,,any,LIVE,False,False,2019-01-29,2023-09-22
MadKudu Likelihood to Buy Score,Event Property,,,any,LIVE,False,False,2019-01-29,2023-09-22
MadKudu Likelihood to Buy Segment,Event Property,,,any,LIVE,False,False,2019-01-29,2023-09-22
Manager Forecast,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Market Segment,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Marketing Rights,Event Property,,,any,LIVE,False,False,2022-06-26,2022-08-30
Marketo Opportunity Analysis,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Member Campaign Name,Event Property,,,any,LIVE,False,False,2019-07-15,2023-09-22
Member Contact Name,Event Property,,,any,LIVE,False,False,2019-07-15,2023-09-18
Member Created Date,Event Property,,,any,LIVE,False,False,2019-07-18,2023-09-22
Member Description,Event Property,,,any,LIVE,False,False,2019-07-15,2023-09-22
Member First Responded Date,Event Property,,,any,LIVE,False,False,2019-07-18,2023-09-22
Member Lead Name,Event Property,,,any,LIVE,False,False,2019-07-15,2023-09-22
Member Lead Source,Event Property,,,any,LIVE,False,False,2019-07-15,2023-09-22
Member Status,Event Property,,,any,LIVE,False,False,2019-07-15,2023-09-22
Member Title,Event Property,,,any,LIVE,False,False,2019-07-15,2023-09-22
Module,Event Property,,,any,LIVE,False,False,2020-07-22,2024-02-13
Module name,Event Property,,,any,LIVE,False,False,2020-10-06,2022-02-11
Monetization Use Cases,Event Property,,,,UNEXPECTED,False,False,2023-10-23,2025-03-13
Name,Event Property,,,any,LIVE,False,False,2020-10-14,2021-03-17
Net New ARR,Event Property,,,,UNEXPECTED,False,False,2025-02-18,2025-03-13
NetSuite Originated Order (IO),Event Property,,,,UNEXPECTED,False,False,2023-09-06,2024-08-16
New ARR,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
New ARR Range,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
New Average ARR,Event Property,,,,UNEXPECTED,False,False,2025-02-21,2025-03-13
New MRR,Event Property,,,,UNEXPECTED,False,False,2023-01-21,2025-03-13
Next Meeting Date (People.ai),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Next Step Following First Call,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Next Steps,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Next Steps Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Next Steps Last Updated Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Non-Recurring,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Non-Standard Deal Indicator,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Non-Standard MSA Signature Date,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Notes on Marketing Rights and Reference,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Notes__c,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-15
Notify Partner,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity Account Name,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity Amount,Event Property,,,,UNEXPECTED,False,False,2018-11-29,2023-09-22
Opportunity Close Date,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Opportunity Closed Lost Reason(s),Event Property,,,any,LIVE,False,False,2018-12-24,2023-02-28
Opportunity Counter,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity Created Time,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity Currency,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity Description,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity First Campaign Touch,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Opportunity Forecast Category Name,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity ID,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity Id,Event Property,,,any,LIVE,False,False,2019-03-27,2019-05-10
Opportunity Id (18),Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity Last Campaign Touch,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Opportunity Latest Stage,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity Lead Source,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity Market Segment,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Opportunity Master Parent Account Name,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Opportunity Master Parent Market Segment,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Opportunity Name,Event Property,,,any,LIVE,False,False,2018-11-21,2025-03-13
Opportunity Name Detail,Event Property,,,any,LIVE,False,False,2022-06-01,2025-01-31
Opportunity New ARR,Event Property,,,any,LIVE,False,False,2018-11-21,2019-05-10
Opportunity Owner,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity Owner Email,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity Owner Name,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity Owner Role,Event Property,,,,UNEXPECTED,False,False,2024-07-18,2025-03-13
Opportunity Previous Stage Name,Event Property,,,any,LIVE,False,False,2019-01-29,2019-05-10
Opportunity Primary Campaign Source,Event Property,,,any,LIVE,False,False,2019-01-29,2023-09-22
Opportunity Probability,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity Probabilityf,Event Property,,,any,LIVE,False,False,2018-12-24,2019-01-29
Opportunity Record Type,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Opportunity Region,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Opportunity Renewal ARR,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity Sales ARR,Event Property,,,any,LIVE,False,False,2018-11-21,2019-05-10
Opportunity Source,Event Property,,,any,LIVE,False,False,2022-06-01,2024-12-10
Opportunity Stage Name,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Opportunity Type,Event Property,,,any,LIVE,False,False,2018-11-21,2023-09-22
Option,Event Property,,,any,LIVE,False,False,2020-07-22,2024-02-13
Ordered,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Org ID,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Originated From NetSuite,Event Property,,,any,LIVE,False,False,2022-06-01,2023-12-15
Originating Contact Email,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Originating Contact Name,Event Property,,,any,LIVE,False,False,2018-12-24,2023-09-22
Other Compelling Event,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Other Use Cases,Event Property,,,,UNEXPECTED,False,False,2023-10-22,2025-03-13
Other_Analytics_Solutions__c,Event Property,,,any,LIVE,False,False,2020-09-18,2020-10-15
Owner Business Line,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Owner CS Service Team,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Owner Close Date Ramp Month,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Owner Region 0,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Owner Role Type,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Owner Segment,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Owner Sub-Business,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Owner Team,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Owner Territory,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
POC Approval Date,Event Property,,,any,LIVE,False,False,2022-09-09,2023-03-30
PS Services Notes,Event Property,,,,UNEXPECTED,False,False,2025-02-11,2025-03-13
PS | Mavenlink Project Disqualification,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
PS | Project Name Field,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Page Name,Event Property,,,any,LIVE,False,False,2020-10-14,2022-03-16
Page name,Event Property,,,any,LIVE,False,False,2020-10-16,2022-01-26
Paper Process,Event Property,,,,UNEXPECTED,False,False,2023-07-06,2025-03-13
Partner Account,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-13
Partner Contact,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-13
Partner Details,Event Property,,,any,LIVE,False,False,2022-06-07,2025-03-13
Partner Last Modified Date,Event Property,,,,UNEXPECTED,False,False,2023-09-22,2024-07-08
Partner Opportunity Acceptance,Event Property,,,any,LIVE,False,False,2022-06-02,2025-03-04
Partner Relationship,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Partner Role,Event Property,,,,UNEXPECTED,False,False,2025-02-07,2025-03-13
Partner Sales Manager,Event Property,,,,UNEXPECTED,False,False,2023-10-25,2025-03-13
Partner SubCo Eligible,Event Property,,,,UNEXPECTED,False,False,2023-06-14,2025-03-13
Partner-Led Services,Event Property,,,,UNEXPECTED,False,False,2023-09-08,2025-03-13
Partnership_Type__c,Event Property,,,any,LIVE,False,False,2020-10-06,2020-10-19
Payment Terms,Event Property,,,,UNEXPECTED,False,False,2023-02-03,2025-03-13
Phone,Event Property,,,any,LIVE,False,False,2018-10-24,2025-06-07
Pipeline Source,Event Property,,,,UNEXPECTED,False,False,2025-01-10,2025-03-13
Pipeline Source Sub-Type,Event Property,,,,UNEXPECTED,False,False,2025-02-03,2025-03-13
Pipeline Source Type,Event Property,,,,UNEXPECTED,False,False,2025-02-03,2025-03-13
Plan Link,Event Property,,,,UNEXPECTED,False,False,2024-12-19,2025-01-14
Plan Next Steps,Event Property,,,,UNEXPECTED,False,False,2024-12-19,2025-01-14
Plan Status,Event Property,,,,UNEXPECTED,False,False,2024-12-19,2025-01-14
Plan to send data to Amplitude,Event Property,,,any,LIVE,False,False,2022-06-01,2025-03-13
Platform,Event Property,,,any,LIVE,False,False,2020-10-14,2021-03-17
Platform Value Metric,Event Property,,,,UNEXPECTED,False,False,2023-01-11,2025-03-13
PostalCode,Event Property,,,,UNEXPECTED,False,False,2024-11-04,2024-11-26
Previous Contact Converted From Lead,Event Property,,,any,LIVE,False,False,2019-05-21,2023-04-27
Previous Event Description,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Previous Event End Time,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Previous Event Location,Event Property,,,any,LIVE,False,False,2019-06-24,2023-04-19
Previous Event Start Time,Event Property,,,any,LIVE,False,False,2019-06-22,2023-09-22
Previous Event Subject,Event Property,,,any,LIVE,False,False,2019-06-24,2023-09-22
