Action,Object Type,Object Name,Event Display Name,Object Owner,Object Description,Event Category,Tags,Event Schema Status,Event Activity,Event Hidden From Dropdowns,Event Hidden From Persona Results,Event Hidden From Pathfinder,Event Hidden From Timeline,Event Source,Event 30 Day Volume,Event 30 Day Queries,Event First Seen,Event Last Seen,Property Type,Property Group Names,Event Property Name,Property Description,Property Value Type,Property Schema Status,Property Required,Property Visibility,Property Is Array,String Property Value Min Length,String Property Value Max Length,Number Is Integer,Number Property Value Min,Number Property Value Max,Array Unique Items,Array Min Items,Array Max Items,Enum Values,Const Value,Property Regex,Property First Seen,Property Last Seen
,,,,,,,,,,,,,,,,,,,Event Property,,_mktoReferrer,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignContent,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignID,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignMedium,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignSource,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignTerm,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Company,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,cookie,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-04-05
,,,,,,,,,,,,,,,,,,,Event Property,,Country,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Email,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,FirstName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,howCanWeHelp,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-25,2023-08-22
,,,,,,,,,,,,,,,,,,,Event Property,,inquiryType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-25,2023-08-22
,,,,,,,,,,,,,,,,,,,Event Property,,LastName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Phone,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,ref,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-02-22
,,,,,,,,,,,,,,,,,,,Event Property,,topic,"pull in selection from the dropdown ""I have a question about...""",any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-06,2019-07-17
,Event,contact: general: submit form clicked,,naoto.yamaura@amplitude.com,,contact,,,ACTIVE,TRUE,FALSE,FALSE,FALSE,,0,0,2018-10-25,2018-10-31,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,_mktoReferrer,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignContent,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignID,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignMedium,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignSource,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignTerm,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Company,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,cookie,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-04-05
,,,,,,,,,,,,,,,,,,,Event Property,,Country,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Email,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,FirstName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,howCanWeHelp,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-25,2023-08-22
,,,,,,,,,,,,,,,,,,,Event Property,,inquiryType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-25,2023-08-22
,,,,,,,,,,,,,,,,,,,Event Property,,LastName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Phone,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,ref,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-02-22
,Event,contact: general: validate,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,_mktoReferrer,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Company,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Email,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,FirstName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,LastName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,ref,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-02-22
,Event,contact: general: view form,,naoto.yamaura@amplitude.com,pageview: general company contact form at amplitude.com/contact/general,contact,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-02,2021-09-15,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,contact: growth engine: thanks,,naoto.yamaura@amplitude.com,confirmation page for requesting a demo of Growth Engine from amplitude.com/growth-engine-demo. url is amplitude.com/growth-engine-demo/thanks,contact,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-11-16,2021-02-03,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,contact: growth engine: view form,,naoto.yamaura@amplitude.com,Form for requesting a demo of Growth Engine - used by Nate & Jean for Growth Engine webinar and promotion. url: amplitude.com/growth-engine-demo,contact,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-11-15,2020-12-07,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,contact: sales: click other options,,naoto.yamaura@amplitude.com,"on /contact/sales, user clicks on one of the links under 'Looking for something else?'",contact,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-02,2019-03-02,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,option,"""support"" or ""general""",any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2019-03-02
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
IGNORE,Event,contact: sales: show additional fields,,naoto.yamaura@amplitude.com,,,,DELETED,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,Event,contact: sales: submit form,,naoto.yamaura@amplitude.com,submit sales contact form at amplitude.com/contact/sales,contact,,,ACTIVE,TRUE,FALSE,FALSE,FALSE,,0,0,2018-07-03,2018-10-31,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,_mktoReferrer,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignContent,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignID,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignMedium,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignSource,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignTerm,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Company,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Contact_Sales_Notes__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2023-08-10
,,,,,,,,,,,,,,,,,,,Event Property,,cookie,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-04-05
,,,,,,,,,,,,,,,,,,,Event Property,,Country,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Email,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,FirstName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,LastName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Phone,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,ref,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-02-22
,,,,,,,,,,,,,,,,,,,Event Property,,Title,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,Event,contact: sales: submit form clicked,,naoto.yamaura@amplitude.com,,contact,,,ACTIVE,TRUE,FALSE,FALSE,FALSE,,0,0,2018-10-24,2018-10-31,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,_mktoReferrer,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignContent,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignID,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignMedium,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignSource,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,campaignTerm,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Company,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Contact_Sales_Notes__c,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2023-08-10
,,,,,,,,,,,,,,,,,,,Event Property,,cookie,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-04-05
,,,,,,,,,,,,,,,,,,,Event Property,,Country,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Email,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,FirstName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,LastName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,Phone,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,ref,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2021-02-22
,,,,,,,,,,,,,,,,,,,Event Property,,Title,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-10-24,2025-06-07
,Event,contact: sales: view form,,naoto.yamaura@amplitude.com,pageview: sales contact form at amplitude.com/contact/sales,contact,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-06-30,2024-02-13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,from url parameter ?ref=,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,contact: thanks,,naoto.yamaura@amplitude.com,pageview: /thanks,contact,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-03,2021-02-24,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,content library,,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-06-29,2024-02-13,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] audienceSegment,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] experienceName,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] impressionType,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,[mutiny] personalized,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-08-07,2020-07-22
,,,,,,,,,,,,,,,,,,,Event Property,,full path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2019-02-14,2024-10-05
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,Event,content library: click card,,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2019-04-02,2021-02-17,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,source,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-05-14
,,,,,,,,,,,,,,,,,,,Event Property,,title,,string,,TRUE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2025-06-07
,Event,content library: filter: category,,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2019-06-21,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,,,,,,,,,,,,,,,,,,,Event Property,,selection,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-03,2021-03-17
,Event,content library: filter: clear,,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2019-06-21,2021-02-08,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,content:  How to Calculate and Reduce Churn Rate to Increase Revenue,,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2019-03-20,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,content: 10x Product Manager Skills,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,chapter,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-07-16,2021-09-03
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,content: 2018 Emerging Product Leader Awards,,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-08-16,2018-08-16,,,,,,,,,,,,,,,,,,,,,,
,Event,content: Amplify 2018 sessions,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,content: Amplify 2018 Sessions,,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-11-08,2019-02-11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,content: Amplify 2018 Sessions Test,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,content: Amplify 2018 Sessions Test`,,,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,any,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,content: Amplify Terms of Service,,naoto.yamaura@amplitude.com,,legal,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-08-10,2019-04-08,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
IGNORE,Event,content: Amplitude Event Terms and Conditions,,naoto.yamaura@amplitude.com,,,,DELETED,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,Event,content: Amplitude Pioneer Awards Terms and Conditions,,naoto.yamaura@amplitude.com,,,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2020-10-13,2021-01-22,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,"content: Amplitude Privacy Policy, Mar. 2018",,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2019-12-27,2021-02-02,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,"content: Amplitude Terms of Service, Aug. 2016",,naoto.yamaura@amplitude.com,,legal,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-11-21,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,"content: Amplitude Terms of Service, Dec. 2018",,naoto.yamaura@amplitude.com,,resources / content,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2019-12-26,2021-02-16,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
,Event,"content: Amplitude, Inc. — Master Services Agreement",,naoto.yamaura@amplitude.com,,webinar,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-12,2018-07-12,,,,,,,,,,,,,,,,,,,,,,
,Event,"content: Amplitude, Inc. — Master Services Agreement, Aug. 2016",,naoto.yamaura@amplitude.com,,legal,,,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,2018-07-16,2021-01-27,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Event Property,,path,,string,,FALSE,VISIBLE,FALSE,,,,,,,,,,,,2018-06-29,2025-06-07
IGNORE,Event,"content: Amplitude, Inc. — Master Services Agreement, July 2015",,naoto.yamaura@amplitude.com,,,,DELETED,ACTIVE,FALSE,FALSE,FALSE,FALSE,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
